,categories,text
141,['non-sexist'],"Cada día me pone más triste lo que son los hombres, trato de no meter a todos en la misma bolsa(SÉ QUE NO TODOS SON IGUALES), de poner ambas partes en la balanza y aún así siguen abajo, les pedís que no hagan una cosa y es lo que te hacen!! porqué no son claros, facilitarían todo"
142,"['stereotype', 'active']","@Tita_Batres Que no vamos a votar por vos, marimacho"
143,"['sexual_harassment', 'passive']",Nadie te va a tratar tan bien como un hombre que te quiere comer por primera vez.
144,"['passive', 'discredit']","Onvrez: Las mujeres no son las únicas que saben hacer un buen half-time, eh, para que sepas feminancy.The weeknd:Onvrez: Pero el maicol jatson tenía pene."
145,['non-sexist'],Las personas que te llenan de amor en tus días grises merecen el cielo
146,"['discredit', 'passive', 'derailing']","En España hemos llegado al punto de considerar ultraderechista a quien defiende la igualdad ante los tribunales del hombre y de la mujer. Menudo logro intelectual, moral y político, ¿no?"
147,"['active', 'discredit', 'dominance']","@msikusimakusi @HathorSelk @wildguydave @Radfemgr Tú sí que eres un pitorreo, ""señora"" feminazi!#EcheniqueAPrisión#TeamVox #LevantandoEspaña https://t.co/2IN6HYEyoK"
148,['non-sexist'],"Ni reduzcais a las mujeres a coños, ni regla ser mujer no implican tener esto joder QUE LAS MUJERES TRANS SON LAS Q MÁS SUFREN Y LAS Q MÁS HAN LUCHADO POR EL FEMINISMO https://t.co/m7OfGC4HAi https://t.co/CdplmlMWvk"
149,['non-sexist'],@reptilianoopina @E_duardoH @nancyortiz_ Aquí es donde deberían aplicar su #NotAllMen pero como nomás es por joder
150,"['passive', 'stereotype']","Las feministas morenistas dejan un mensaje muy obsceno ""tenemos un precio"". Ensucian un movimiento dignificante y denigran la lucha."
151,"['passive', 'discredit']","Aprendan a las esposas de los albañiles que no andan de celosas preguntando ¿""Quien es esa golfa a la que le chiflas pendejo""?"
152,['non-sexist'],Las mujeres de tu vida - Don Omar feat. La MoscaEsta canción y este videoclip son orohttps://t.co/KnM9q2XcZU
153,"['active', 'derailing', 'discredit']",@ivanaacalderoon Nunca explicaste que eras bisexual y el termino mansplaining es una estupidez mas grande el culo de tu vieja
154,['non-sexist'],la depresion se cura con BUENAS VIBRAS COMPRENSE ROPA VIAJEN pero version perspectiva de genero. es raro que una cualquiera sale a opinar de cualquier cosa metiendole perspectiva de genero no salgan a decirle que hace mansplaining o que es un onvre que cree que se las sabe todas https://t.co/rSJot4cCCQ
155,['non-sexist'],@Gustavo31734536 @Almonet78 @Faitelson_ESPN Y a ti quien putas te llamo cara de culo? Saques a la verga hombre feo
156,['non-sexist'],"Mi propósito fue sacarte una sonrisa en tus peores días, ahora que ya no me necesitas, me retiro"
157,['non-sexist'],"@FabiiMendooza @CercaniasMadrid Falta de civismo!!! legalmente te entiendo prima, lo mismo el manspreading, se enojan si señalas lo que hacen, y solo buscamos mejor convivencia y uso del transporte."
158,['non-sexist'],"@Minutojuniorist @JuniorClubSA Alexis Mendoza es el hombre, tuvo un equipo no tan bien armado, la figura era toloza, y jugaba bien y tuvo como 3 o 4 finales"
159,"['active', 'dominance', 'sexual_harassment']",@PatoBullrich @DamianArabia Es cordobes le gustan muchos los fachos odia a las mujeres y le quiere pegar
160,['non-sexist'],Así fue la liberación de Polonia por el Ejército Rojo: la violación en masa de mujeres y niñas. Más de 100.000 polacas desde los 4 a los 80 años   http://www.outono.net/elentir/2017/07/16/asi-fue-la-liberacion-de-polonia-por-el-ejercito-rojo-la-violacion-en-masa-de-ninas-y-mujeres/
161,"['dominance', 'sexual_harassment', 'active']","@Raquel2440 @PabloEchenique @PabloIglesias Pero en lo de azotar a las mujeres, gestos como este sugieren que sí ha acertado.Aunque sea sólo en eso ""Cállate la boca por las buenas, a ver si te la tengo que tapar con mi órgano de promocionar churris"" https://t.co/CO8ri1nimf"
162,['non-sexist'],"chica q estaba en cambacua de malla blanca, con dos mechones rubios, un bolso con el simbolo de la paz y abajo de una sombrilla comprada en el shopping de punta del este para ser más específico. sos el amor de mi vida"
163,['non-sexist'],"Victimismo penoso, están a 11 puntos y quiere que digan que tienen jodida la liga, vete a tomar por culo anda https://t.co/fCbenQJ1ux"
164,['non-sexist'],"Dentro del tour que hicimos con mi pareja, estaba la parada en @churreriaeltopoEn la calle todas las parejas con sus  flores. Mi novio me conoce tan bien sabe que soy una gorda angurrienta, que me regaló un ramo de churros.Topo te amamos. #DiaDeLosEnamorados #AmorDelBueno Lo https://t.co/fBfJbYti1n"
165,['non-sexist'],"Yo no sé uds pero la verdad lloré de rabia leyendo esta columna, yo como padre no puedo ni imaginar el sufrimiento d ver como una niña de 6  y un bebé de 18 m  fueron degolladosEsto es lo que les gusta a #Uribistas .Necesitamos un cambio  #PetroPresidente2022 #UribeDioLaOrden https://t.co/r3TKqMfGP7"
166,['non-sexist'],"El condenado por violar a sus tres hijastras, salvado por los 'whatsapp' afectuosos que le enviaban   https://www.elespanol.com/espana/tribunales/20170406/206479721_0.html"
167,['non-sexist'],@DVJK2020 Uffff que fea imagen .cuando vamos entender que nadie es dueño del cuerpo y las desiciones de la pareja ..basta de violentar.a mujeres.
168,['non-sexist'],Acabo de llamar a mi banco para@preguntar la tasa de interés de mi línea de sobregiro. Una señorita muy amable me dice espere un segundo. Llevo 20 minutos en el teléfono. Me surgen dos preguntas: como no saben lo que me cobran/ porque no lo puedo ver en la web o app
169,"['discredit', 'passive']","Para las feministas un bebé es un tumor o un ser que amenaza la vida la de la madre, pero OJO, que un preso, un violador o hasta femicida, es un ""ser en estado de vulnerabilidad"" y que merece derechos y cuidadosLa ptm"
170,['non-sexist'],"Lo unico que apartaron los judios a la Humanidad es prostitución, abortos LGTB estúpidas formulas matemáticas guerras y la lista es interminable. No merecen mi respeto estos hijos de perra. Adolfo tenia razón"
171,['non-sexist'],"Donde quiera que haya escoria centroamericana, chilanga, jalisculiente, tierronense, hidalguense, oaxacaca, poblana, jarocha, guerrerense, chiapaneca, maya; las tasas criminales aumentan, no es de sorprender que nadie los quiera, Nuevo León tambien DEBE deportarlos a donde pertenecen, no mas criminales foraneos, largo foraneos, fuera Mexico!"
172,"['sexual_harassment', 'active']",Tarragona 3 marroquíes patean el vientre de una mujer embarazada para intentar robarle una mochilahttps://elcaso.elnacional.cat/es/sucesos/golpes-embarazada-robar-mochila-tarragona_705_102_amp.html?__twitter_impression=true
173,['non-sexist'],"@SomosPeruOf Que porqueria de suciedad dice este pobre diablo. Ignorante generalizando, como se ve que lo consume la xenofobia y el populismo. Lee un poco animal y ve como tratamos en el pasado a los peruanos. A ti es el que hay que pararte en paredon y fusilarte con la escoria de Maduro. .i."
174,"['passive', 'discredit']",@julioguzmanperu @partidomorado El momento que se enteren que quieres sodomizar a sus hijos con la aberrante IDEOLOGIA DE GÉNERO te van a sacar la CDTM
175,"['discredit', 'active']",Una perra comunista le roba la gorra de Trump a un chico en la universidad.  Video.   https://youtu.be/4MTglQxLPK0
176,['non-sexist'],"La Unidad de Atención Integral a Víctimas de Violencia de Género, Intrafamiliar y Delitos Sexuales de esta demarcación arrestó este miércoles por violación sexual a dos mujeres al médico Lenin Quezada Fernández, exalcalde del municipio de Licey al Medio. https://t.co/ANSd9YPOYe"
177,"['stereotype', 'passive']",Había invitado a mi prima a comer y ahora mi hermana está celosa JAJAJAJAJA nunca lograré entender a las mujeres
178,"['dominance', 'active', 'discredit']","@manga_slave @Angiec04622934 PERO QUE ESTOY HACIENDO HDP, Pareces una loca tóxica. Eres puta no tóxica, colócate en tu lugar"
179,['non-sexist'],miren que hermosa mi mujer https://t.co/KrLJg8Ekca
180,['non-sexist'],"@isaseegura es el ser humano de sexo femenino, independientemente de si es niña o adulta. Tiene diferencias biológicas con el varón, como la cintura más estrecha, cadera más ancha y pelvis más amplia. Sus genitales son diferentes y sus mamas, a diferencia del varón, están desarrolladas."
181,['non-sexist'],"Un tribunal emiratí niega el divorcio a una mujer y la obliga a regresar ""obediente"" con su marido El tribunal de la sharía del emirato deSharjah ha rechazado la solicitud de separación presentada por una mujer de unos 40 años que había decidido poner fi… https://t.co/TMgN1grOU0"
182,"['passive', 'stereotype']",La frase del día viene temprano y cargadita “Yo aprovecho que me pelee ayer con mi novio” yo es que siempre estoy donde están las mujeres que son un poquito sin vergüenzas
183,"['discredit', 'passive', 'stereotype']",@dara_ordonez ya nada es igual que cuando las putas y zorras nos comentábamos
184,['non-sexist'],"Calgary: chica asesinada por ex novio musulmán fue apuñalada 40 veces, le cortó la garganta y le disparó dos veces.   https://creepingsharia.wordpress.com/2018/04/23/muslim-stabs-ex-40x-slits-her-throat/"
185,['non-sexist'],Qué fuerte la relación Gustavo- kiko . Jamás hubiera imaginado q tenían una relación tan estrecha... pobrecito kiko q adolescencia mas perdido ha pasado buscando cariño aquí y allá #yoveosalvame
186,"['discredit', 'active']",Maquillando a la golfa para que vaya a misa de domingo https://t.co/0ky961ehvD
187,"['passive', 'discredit']","Un helicóptero, si no tenés capital, es más probable que seas ignorado, porque la pobreza no es genial ni se puede capitalizar de alguna forma, como se hace con los movimientos lgbt+ o el feminismo por ejemplo"
188,"['sexual_harassment', 'passive']",@PabloEchenique @PabloIglesias ¿Con qué suele acertar? ¿Con la predicción de los salarios de los podemitas de 3SMIs? ¿Con la predicción de las dimisiones de quién no cumple promesas? ¿Con lo de impedir las puertas giratorias? ¿Con lo de quedarse en Vallecas? ¿O sólo con lo de azotar a las mujeres?
189,"['stereotype', 'active']","Me acabo de acordar que estando en la playa vimos pasar a una señorita con gran atributo físico ubicado en la parte posterior de su cuerpo, y de forma inmediata un amigo dice “le debo como 3 meses de renta a ese señor culazo”. Nunca me había reído tanto con una frase así."
190,['non-sexist'],"Nada funciona, cuando se trata de las mujeres, no sirven las medidas caut, no sirven los fono llamadas, ni mascarillas, mientras haya cultura machista entre los y las Chilenas, debe haber una ley simple de acuerdo a la realidad y la policia y jueces deben colaborar. #contigochv"
191,"['discredit', 'active']",Pura frígida y puro marrano en la lista de pluris del @CDEPRISonora nomás para usarlos de tapadera para todo el desmadre y chingaderas que hizo @claudiapavlovic https://t.co/2elCg5FJAa
192,"['passive', 'discredit']","En una pareja, los que deben ser fieles son los integrantes de la misma, no las zorras con las que haya trasteado él, que ellas, las pobres, no tienen culpa de nada, las muy putas."
193,['non-sexist'],@Pablocho_5000 yo los tome una temporada y me podia mi mujer follar con un arnes y no darme cuenta al dia siguiente. #largactil #thorazine #chemicallobotomy.
194,"['discredit', 'passive', 'derailing']","@Davinona Eso no es feminismo, es hembrismo.  Disculpa, hablaste en plural y no en singular para referirte solo a Alba."
195,['non-sexist'],"#Comodoro Una mujer de 42 años al volante de un automóvil conducía zigzagueante y tras ser interceptada por la Policía, el test de alcoholemia le dio altamente positivo. Ocurrió el pasado miércoles alrededor de las 19:20 sobre la Ruta Nacional 1.https://t.co/gGW43iM2jA"
196,['non-sexist'],"@ElNacionalRD No me extraña la actitud del Director de Presupuesto, le gusta violar las leyes, esos fondos están destinados por ley"
197,['non-sexist'],"Michelle Bachelet reconoce violación de derechos civiles y políticos en Venezuela –  El LíberoClaramente no quiere tener que decir violación de derechos humanos ni echarle la culpa al socialismo de Chávez y Maduro, así que habla de derechos civiles y políticos y usa las sanciones gringas como cabeza de turco.https://ellibero.cl/alerta/michelle-bachelet-reconoce-violacion-de-derechos-civiles-y-politicos-en-venezuela/?mc_cid=ccc0c16707&mc_eid=fdc9112205via @GabDissenter"
198,['non-sexist'],"@joseluiscambran @Milenio Eso jamás será posible verse como normal, es normal para ellos porque así lo exigen!!!Hoy en día ellos pelean por un derecho de su orientación sexual y su preferencia hacia los mismos hombres y las mujeres con sigo mismas.Alrato tendremos a los pedófilos exigiendo normalidad."
199,['non-sexist'],"Los que defiendeis al cantante de la polla records (que es un yonki que no sabe cantar), vuestros padres son hermanos? "
200,['non-sexist'],"@Hylia_Ren la mujer se sorprendió cuando habló, pero no se puso nerviosa ni se asustó -Tranquila, puedes moverte libremente, aunque no te lo aconsejaría, esa herida en el pecho ha costado horrores tratarla. Siento decirte que te dejará una buena cicatriz -Dijo mientras se iba acercando + https://t.co/Ml6Zo1JdSq"
201,['non-sexist'],"Pues me gusta su diseño, sobre el artista me parece pelotudo funar a alguien sólo por torturar a su OC, no es como si tuviera una niña de verdad y la está haciendo pasar por eso https://t.co/Lq3fZogAh7"
202,"['stereotype', 'active']","Valerie Solanas, la primera feminazi que quería «cortar en pedazos a los hombres» https://youtu.be/LQASYChaMMY"
203,['non-sexist'],"Violación grupal niño 9 años colegio Jaén http://www.libertaddigital.com/espana/2018-02-08/investigan-la-posible-violacion-grupal-a-un-nino-de-9-anos-en-un-colegio-de-jaen-1276613525/  @libertaddigital    UN aplauso a PP, PSOE, Cs y Podemos por permitir q sigan siendo inimputables los menores criminales gracias a  ley del menor"
204,"['stereotype', 'passive', 'discredit']",@TomasGomZ Todas putas
205,['non-sexist'],Hostias se van a Hinchar a follar los #Podemitas y el TIGRE..!!   Roban 9.000 euros en tetas y pollas de plástico en un sex shop de Almería http://bit.ly/2BPaRnx  #Sexo
206,['non-sexist'],"Sabéis como me uní a la generación del 27? Era muy amiga de Lorca y Alberti (que en paz descansen ambos), y también fui novia de Luis Buñuel durante un verano. Pero fui mucho más que “la novia de” o “la amiga de”, yo también fui poeta y escritora :) #poeta #feminismo #G27"
207,"['stereotype', 'passive']","@Tochadas_01 Difícil cambiar, el gusto por las .mujeres embriaga, uno se siente de lo mejor."
208,['non-sexist'],Curiosamente en inglés es “The tomboyish mermaid” y tomboyish también puede significar marimacho uwu XD https://t.co/C1I51ckuPv
209,"['stereotype', 'active']",Una señora con las ideas claras y un culo estupendo. God bless America xD
210,['non-sexist'],"En el dia de hoy se sostuvo reunión con Claudia Valencia representante de las mujeres rurales, con el fin de establecer mecanismos de fortalecimiento a este sector del Distrito, y así poder fortalecer el Desarrollo Económico de esta población @SantaMartaDTCH @VirnaJohnson https://t.co/L7KRv9w5cC"
211,"['discredit', 'active']",Más zorra y no naces pedazo de guarra @NotAbejaMaya
212,"['sexual_harassment', 'active']",@Eli14350936 Quien te pudiera poner en 4 y poder ver cómo rebotan esas ricas tetas con cada embestida...
213,['non-sexist'],"los hombres bisexuales con 37.4%, las lesbianas con 40.4% y con mayor victimización las mujeres bisexuales. Los motivos que llevan a la violencia pueden ser variados y muchas de las víctimas no buscan ayudaFuentes:https://t.co/QPKwwnLut9"
214,['non-sexist'],"@TvDannyZ Mmmm no, por ser la mayor no destruye nada, la carga emocional si bien es distinta, mucho del personaje como por ejemplo el hecho de ser una madre desde niña y la culpa por la perdida de su madre son lo que más la definen."
215,['non-sexist'],"@TV_Publica @ENACOMArgentina Hoy tendría que tener disponible el ilegítimo aumento que aplicaron correspondiente al mes de Enero,pero no es así. Tampoco dejaron de facturarme el mes de Febrero en clara violación a la normativa vigente. Exijo que cumplan con la ley como yo he cumplido con el pago del servicio"
216,['non-sexist'],El PP se abstendrá ante un decreto del PSOE para violar ilegalmente una basílica católica. ¿El PP que prometía Pablo Casado consistía en callarse y mirar a otro lado cuando el gobierno se salta la ley? http://www.outono.net/elentir/2018/08/27/el-pp-se-abstendra-ante-un-decreto-del-psoe-para-violar-ilegalmente-una-basilica-catolica/
217,"['sexual_harassment', 'active']","@iKissRadfems me quiero follar al osito bimbo, sus deliciosas curvas me excitan demasiado, tanto que me hacen llegar al orgasmo de solo verlas, me gustaría darle unas fuertes nalgadas a sus blancas y suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pone dura"
218,['non-sexist'],no había mirado nada en tw y recién veo que lili esta embarazadate juro que soy lagrimas.
219,['non-sexist'],Leí a una q decía q los hombres no deberían usar musculosas (???. Si las mujeres usamos pq tenemos calor por qué un hombre no podría usar también una musculosa? Como les gusta decirle a los demás como vivir la concha de sus madres
220,['non-sexist'],@alfredinsky @FidiasNunez @FranAlabi La estrecha capacidad de olvidar rapidamente
221,['non-sexist'],"Coachs de lol haciendo mansplaining de cómo hay que llevar la escena fem, qué novedoso Espero algún día sentirme con la misma autoridad para hablar de cómo sobrellevar la calvicie a temprana edad sin ser calva"
222,['non-sexist'],"@anotherrrobot @angeldlamort Tio tan difícil de entender es (por poner un ejemplo) que a las mujeres nos moleste escuchar una y otra vez los mismos chistes misóginos que parecen sacados del medievo? Xddd luego por otro lado os quejáis diciendo que ""no todos los hombres [texto predictivo]"""
223,['non-sexist'],@Infos_palestra Ele merece ser eternizado no Allianz Parque urgentemente!!!!!
224,['non-sexist'],"Me siento tan impotente ante todos los casos de mujeres violentadas, en su gran mayoría abusadas sexualmente, que me piden mi ayuda. Las canalizo, las encamino en las denuncias, les consigo apoyo terapéutico, y  la justicia no les llega. https://t.co/z7VIoUjhju"
225,['non-sexist'],@gastonm31518526 Si boludo está muy rebelde. Le falta aunquesea hablar con una mujer y ya es un plaga bárbaro
226,['non-sexist'],"Aitana fue una de las artistas más escuchadas en 2020 eh y no es por desmerecer el trabajo de nadie pero a ella también se le debe reconocer aquello, las mujeres hoy en día también están liderando en los charts so eso merece ser reconocido también. https://t.co/sVFAyY0f6P"
227,"['passive', 'discredit']","@GordoMonstruo__ En lugar de ayudar a las mujeres a defenderse, aumentan el tamaño del patriarcado. Feministas, hagan purga, denuncien a los que viven para el cargo, y apoyen causas como la libre portación. Hasta entonces, #ElFeminismoEsComplice"
228,"['active', 'sexual_harassment']","#España #Musulmanes  #islam   Detenido un hombre, de una raza que no podemos decir, por violar a 13 mujeres en Alicante.   https://www.mediterraneodigital.com/espana/espana/vox-se-querella-contra-pedro-sanchez-y-sentara-al-presidente-del-gobierno-en-el-banquillo.html"
229,['non-sexist'],Una de las feministas resultó con una herida en la cara luego de recibir un golpe con un megáfono luego de abalanzarse en contra de la mujer que lo estaba usando para quitárselo.https://t.co/9n3zuQWsBJ
230,"['active', 'dominance', 'stereotype', 'discredit']","@OhMargo5 No sea mojigata Alicia, ubiquese al tiempo que vivimos"
231,['non-sexist'],Podemos hablar de cómo una mujer de color está cantando en el país más horriblemente racista y misogino del perro mundo. https://t.co/bRLoT5O7TS
232,['non-sexist'],@hora25 @La_SER @CienciaGob @astro_duque @PepaBueno a dorarle la píldorareirle las graciaspregúntale a que dedica el tiempo librey por la offshore de su mujer claroa no solo buen rollito
233,['non-sexist'],Hace tiempo que no me siento atractiva.
234,['non-sexist'],"Era @BernieSanders el hombre que necesita EUA, ahora en un mes de mandato tienen al mundo otra vez al borde de una guerra, cuando la que tenemos contra el COVID aún no acaba. Biden es más de lo mismo https://t.co/jcY7sduojx"
235,['non-sexist'],"esto sigue a la violación y asesinato de una nena de 3 años en días anteriores, por lo que el día de hoy un grupo de niñas en bicicleta se manifiestan y mañana se han convocado a manifestaciones en todo el país para exigir justicia y que el Estado tome responsabilidad."
236,"['discredit', 'stereotype', 'active']","@isbritneybitchi Dale vos seguí mostrando el culo por un par de likes, saludos!!!"
237,['non-sexist'],#22Feb| ¡ETIQUETA DEL DÍA! #ComunicaciónParaLaRevolución #CombatientesDigitales Efemérides ⬇Día Internacional por la Igualdad Salarial entre Hombres y Mujeres.@MaryFlorMP @Mippcivzla @nattym30
238,['non-sexist'],"Toda la basura y escoria morisca y progremierda bajo su mando, que asco"
239,['non-sexist'],tal vez no tenga culo pero al menos lo se mover
240,"['active', 'stereotype']",@BartolodelPony Yo creo que ella es frigida  así que seca hasta ahí en lo profundo y el eyacular precoz ...En fin con esa cara dudo que alguna vez que tuviera un orgasmo
241,['non-sexist'],No hay bien común. Hay parásitos que se creen con el derecho a recibir bienes sin mover su culo. Sólo merecen una existencia miserable.
242,['non-sexist'],"@sanchezcastejon Menos palabrería que no sirve absolutamente para nada, y más actuar de verdad, contra esta escoria que se está cargando Cataluña."
243,"['stereotype', 'active']",@pijetas Vaya nenaza gallina
244,"['active', 'stereotype', 'discredit']",@luisghernan @colosioriojas Es más falso que las tetas de Sabrina.
245,['non-sexist'],Este tipo solo se merece un tiro en la cabeza del MOSSAD x la espalda x traidor.
246,['non-sexist'],como detesto el mansplaining
247,['non-sexist'],@put4cachondatex Yo no diria que seas puta al contrario eres una mujer que le agrada experimentar nuevas emociones y x ende no es ser eso si no todo lo contrario y en verdad se nota que disfrutas tus experiencias x mucho de las expectativas cuidensen y aqui tienes un seguidor y admirador suyo
248,['non-sexist'],Los separatistas se ponen rabiosos porque la Policía detuvo a un tipo que pegó a una mujer. Y eso después de negar el móvil político de la agresión... Menudos desgraciados. http://www.outono.net/elentir/2018/08/29/los-separatistas-se-ponen-rabiosos-porque-la-policia-detuvo-a-un-tipo-que-pego-a-una-mujer/
249,['non-sexist'],@PabloIglesias Sois escoria y tenemos q echaros yaaa
250,['non-sexist'],"@CosseCarolina Menos mal que el  nunca tuvo que usar transporte público, porque sino haria tremendo manspreading"
251,"['stereotype', 'active']","Paris Hilton: A sus 40 rubia, pero no tonta https://t.co/IzSKUG0kRQ https://t.co/REAZrXQWI3"
252,['non-sexist'],"Idiota, esos son tus amigos de los CDR, a los que besáis el culo en la colonia."
253,['non-sexist'],"@MiDiosEsK el problema con los violentos es que te sigan cuando te vas.... Esa es la realidad de miles de mujeres donde el machito violento no acepta un NO e insiste hasta el punto de asesinar ...Es terrible lo que contás...que hayas tenido que vivir esa violencia, celebro tu valentía! beso"
254,['non-sexist'],"como mujer cis SI TIENES PRIVILEGIO a comparación de las mujeres trans, su expectativa de vida es de 35 años, entre la poca oferta laboral, la prostitución, el rechazo, el no poder hacer la transición, los crímenes de odio y la posible depresión que te puede agarrar por ello mmm"
255,['non-sexist'],"Las posturas reaccionarias e incendiarias, que totalizan y diluyen matices, no son radicales, son reduccionistas, facilistas, simplificadoras. Dañan el debate. Dañan la complejidad. El feminismo no es un campo para las simplicidades."
256,"['discredit', 'active']","No conoces una mierda del masculinismo, y aún así, quieres decir lo que te sale de los ovarios https://t.co/jWbAdCc6nN"
257,['non-sexist'],"@bullido_javier @imberbe67 Depende de anchura de carril. Hay calles con carril único muy ancho (pocas) que podría tener un pase. En una calle de carril único y calzada estrecha, es una maniobra estúpida que pone en peligro al ciclista y al propio motero. Las prisas nunca son buenas, como todos sabemos."
258,['non-sexist'],Del famosísimo #NotAllMen llega el #NotAllPolicias
259,"['active', 'discredit']","@chicajazz @BoudicaTercera @venus_2121 @PrimeraLinea9 Hay que ser bien chica para hacer amenazas por esta rrss, yo creo que por eso te dijo chica si está equivocada madura!!!"
260,['non-sexist'],"@Archidoitlisba1 @yiyibascu @jesuvivesz La chica acaba de ser estafada y aparece ella con su comentario diciéndole que para la otra pague después, eso es prácticamente echarle la culpa.Y no me vengai a huevear con que soy yo la maleducada desagradable que ni te conozco, barsa de mierda"
261,"['passive', 'stereotype']","@conciertoradio Me dan pena las mujeres de gente con plata o superfamosas, la mayoría perdona cosas solo por no alterar su status de vida o para no cagarles las carreras a sus parejas"
262,['non-sexist'],"@osvaldobazan Esta a oposición nefasta, frigida y  cobarde va volver a perder. Lamentablemente."
263,"['active', 'discredit']",  zorra a jose la miércoles  y a mi twiter blowueados y fakebumker...también.. Por la zorra de ana pastor..@MeDaIgual
264,['non-sexist'],La Sexta borra de su web la entrevista de Quique San Francisco: 'Los grandes asesinos son de izquierdas'https://www.mediterraneodigital.com/sucesos-espana/ultimas-noticias-sucesos-espana/se2/vecinos-de-tenerife-evitan-que-un-marroqui-viole-a-una-chica-espanola.html
265,['non-sexist'],"@nedd_denblanny @pedronne No mi estimado, los cambios políticos se hacen cuando hay voluntad política,  una manifestación u exigencia popular o era reprimida o se compraban voluntades de sus líderes. Y si de información se trata hay que beber de la fuente de quien lleva la agenda nacional."
266,"['stereotype', 'active']","@NGrana @gallevibration @dipypapa O a la tarada de la mujer, que solamente sirve para hacer de florero"
267,['non-sexist'],"Señor Maestre que usted lo tuvo más fácil con Caffarel, Ferreras y Contreras, venga anímese. Venga señor Maestre demuestre su bonhomía y contrate a esta pobre mujer que se ha quedado sin trabajo. ¿Qué mejor forma de dar a conocer la injusticia de su despìdo?"
268,['non-sexist'],"@Anaro74 Desgraciadamente en México opines lo que opines, hasta lo que no se comen les hace daño, la cultura de fregar a como de lugar"
269,"['active', 'discredit', 'stereotype']",EXPONIENDO A @Choi_Mintae ¿Es Mintae una guarra?Abro hilo.
270,['non-sexist'],"Mi mañana se baso en agarrarnos a las trompadas virtuales con una señorita que llego tarde a le entrega de neuronas. Encima justo se fue a topar con dos escorpianas como Antonella y yo.. mamita, te la regalo. Nunca nos vas a poder ganar una discusión."
271,['non-sexist'],"@fridaydiegoqro No es exclusivo swinger, pueden ir chicos solos, pero los que vimos son muy tímidos. Así que si van, deben ir con ánimo de tomar la iniciativa para que no sean ignorados. Las parejitas y mujeres casi nunca los llamarán ni tomarán la iniciativa por ellos."
272,"['stereotype', 'passive']","SUICIDE GIRLS. BELLEZA ALTERNATIVA. RECOPILACIÓNSuicideGirls es un sitio web de softcore porn y alt porn, cuyas modelos tienen un perfil rockero, gótico o punk. La mayoría de las modelos tiene el pelo teñido y/o multitud de piercings o tatuajes, lo que contrasta con las chicas bronceadas, siliconadas o rubias de pelo descolorido; estereotipos de la pornografía convencional. ENLACE: https://anteroseros.blogspot.com/2019/02/suicide-girls-belleza-alternativa.html "
273,"['passive', 'derailing', 'discredit']",Las feministas piden solidaridad pero ningunea idiomáticamente a los no euskaldunes. O sea que hay que ser solidario con las mujeres pero sí hay que ser insolidario con los no euskaldunes. Piden libertad pero bien que están compradas y acomplejadas por el nacionalismo vasco. https://t.co/dpvxPUWuro
274,['non-sexist'],Me pregunto hasta qué punto las líderes de partidos que intentan capitalizar el feminismo son conscientes del daño que le causan al escenificar sus diferencias en el teatro institucional del gobierno representativo. ¡Cuánta falta hace nos la autonomía de los movimientos!
275,['non-sexist'],"@jefflebowski6 @CancillerAle @ju_pueblo @ONVentura Me gustaría saber si la chica piensa igual. Me pasó muchas veces estudiando en,grupos mixtos, que compañeros se mandaban esas bromas. Me eran re violentas, no me causaban nada de gracia, pero era difícil quejarte, eras la ""amargada"", ""monja"", ""frigida""."
276,['non-sexist'],@krosula yo me divierto en los bazares soy una vieja frígida
277,['non-sexist'],@jlixtiny ay pero una niña en tiktok está haciendo como subs de skz code chilensis y dijo esta weá es como hotel beach? peeero si me veo el reality completo en volá lo hago
278,['non-sexist'],"Además de la socialización diferenciada (sexismo) y la valoración simbólica de lo masculino (androcentrismo) el patriarcado se transmite a través de la discriminación, el menosprecio y la violencia cotidianas hacia las mujeres.Este miércoles en #WikiFeminista: MACHISMO https://t.co/PzyiunE87V"
279,['non-sexist'],"@JootaGT Lo se,mi perra tuvo que llevar uno hace 2 años cuando la operaron y me dió mucha pena"
280,['non-sexist'],"Me tengo que reir porque os recuerdo que a todos nos gustan los mimos, ya sea hacer el amor o follar así que guardaros el moralismo barato. Que luego sois los primeros que criticáis a una mujer por enseñar es su cuerpo que haga lo que quiera como si quiere hacer onlyfans"
281,['non-sexist'],Estaba hoy hablando por tlf con mi madre sobre COSAS y me ha comparado con la línea indisoluble que queda entre el recogedor y la escoba POR REBELDE. O sea me estás comparando con una línea de PURA MIERDA para decirme que soy rebelde????? Pues es que tiene razón la mujer.
282,"['discredit', 'active']",@hoyosmoni Carlota es mucho feminismo pero luego hace lo mismo lerda
283,"['stereotype', 'passive']","@JR_Husky_ Buffff, el prototipo de rubia tonta sexy, no se es un meme"
284,['non-sexist'],"Mi cuenta tiene poco que ver con la tuya pero me pareces una chavala de puta madre y además me gusta el rap asi que perfect, me caes de puta madre."
285,['non-sexist'],"“Elegimos a Alejandra como madrina de la niña porque es una persona centrada y responsable, seguro que le servirá de guía a Marianne durante toda su vida”Lo que hace la madrina de la niña cuando están solas: https://t.co/PzKUiQ6w2J"
286,"['stereotype', 'passive']",Harta de trabajar... Quiero ser una mujer florero!
